 date     , product_id   , purchase , add_to_cart , click , view  
28082025, DQProduk-019 ,77,728,2649,5070
29082025, DQProduk-001 ,63,732,2505,2817
29082025, DQProduk-003 ,86,704,2344,3624
29082025, DQProduk-009 ,41,391,1181,1915
29082025, DQProduk-019 ,117,1143,5643,7965
30082025, DQProduk-001 ,85,708,2209,2971
30082025, DQProduk-003 ,25,276,969,1322
30082025, DQProduk-009 ,95,1017,5568,8577
30082025, DQProduk-019 ,107,1249,4397,7430
31082025, DQProduk-001 ,88,1023,3530,5740
31082025, DQProduk-003 ,79,716,3763,5695
31082025, DQProduk-009 ,73,866,3196,4333
31082025, DQProduk-019 ,162,1533,7864,13030
1092025, DQProduk-001 ,54,596,1824,3038
1092025, DQProduk-003 ,263,2131,7456,12534
1092025, DQProduk-009 ,132,1454,4643,7001
1092025, DQProduk-019 ,279,3195,9888,12640
2092025, DQProduk-001 ,81,947,4111,7071
2092025, DQProduk-003 ,187,2241,6838,13199
2092025, DQProduk-009 ,180,1659,6010,11657
2092025, DQProduk-019 ,148,1363,8128,15453
3092025, DQProduk-001 ,64,578,2095,3321
3092025, DQProduk-003 ,33,379,1215,2281
3092025, DQProduk-009 ,54,438,1995,2329
3092025, DQProduk-019 ,94,1083,4343,5661
4092025, DQProduk-001 ,60,581,2233,3662
4092025, DQProduk-003 ,105,1172,5943,10275
4092025, DQProduk-009 ,134,1607,6762,13439
4092025, DQProduk-019 ,36,350,1521,2987
5092025, DQProduk-003 ,54,604,2281,4118
5092025, DQProduk-009 ,34,373,1993,2035
5092025, DQProduk-019 ,37,340,1373,1831
6092025, DQProduk-001 ,73,639,3619,4941
6092025, DQProduk-003 ,58,550,2219,3639
6092025, DQProduk-009 ,41,340,1871,2728
6092025, DQProduk-019 ,40,382,1667,2388
7092025, DQProduk-001 ,48,561,2251,3603
7092025, DQProduk-003 ,130,1355,4305,5014
7092025, DQProduk-009 ,91,869,3234,5638
7092025, DQProduk-019 ,83,957,5155,5509
8092025, DQProduk-001 ,55,522,2056,2794
8092025, DQProduk-003 ,194,1694,6575,12143
8092025, DQProduk-009 ,123,1039,4453,4615
8092025, DQProduk-019 ,319,2886,15234,17665
9092025, DQProduk-001 ,47,413,2362,4498
9092025, DQProduk-003 ,286,2293,7959,9585
9092025, DQProduk-009 ,71,801,3295,4409
9092025, DQProduk-019 ,153,1244,4413,5670
10092025, DQProduk-001 ,25,299,1561,2298
10092025, DQProduk-003 ,80,685,4012,7370
10092025, DQProduk-009 ,15,174,1033,1903
10092025, DQProduk-019 ,55,548,2012,3239
11092025, DQProduk-001 ,8,91,329,426
11092025, DQProduk-003 ,160,1751,6513,11110
11092025, DQProduk-009 ,24,270,1181,1497
11092025, DQProduk-019 ,135,1334,6717,10616
12092025, DQProduk-001 ,102,1028,3885,5947
12092025, DQProduk-003 ,54,595,1881,1914
12092025, DQProduk-009 ,40,453,1567,2007
12092025, DQProduk-019 ,150,1553,8581,9481
13092025, DQProduk-003 ,166,1887,7020,7142
13092025, DQProduk-009 ,30,246,990,1860
13092025, DQProduk-019 ,70,708,2325,2997
14092025, DQProduk-001 ,57,633,2071,2342
14092025, DQProduk-003 ,185,1885,10287,16266
14092025, DQProduk-009 ,96,1028,4225,8074
14092025, DQProduk-019 ,103,827,2679,4033
15092025, DQProduk-001 ,77,810,4298,6139
15092025, DQProduk-003 ,298,3214,12338,14331
15092025, DQProduk-009 ,88,726,2358,3419
15092025, DQProduk-019 ,174,2027,7227,9954
16092025, DQProduk-001 ,75,810,3532,6464
16092025, DQProduk-003 ,282,3132,18426,19912
16092025, DQProduk-009 ,171,2000,8870,15537
16092025, DQProduk-019 ,364,4282,19694,20117
17092025, DQProduk-001 ,52,430,1446,2113
17092025, DQProduk-003 ,212,2249,8381,15661
17092025, DQProduk-009 ,17,192,710,1127
17092025, DQProduk-019 ,78,803,3250,5821
18092025, DQProduk-001 ,50,449,1521,2917
18092025, DQProduk-003 ,69,710,2729,4985
18092025, DQProduk-009 ,46,420,1511,2931
18092025, DQProduk-019 ,119,1352,6794,7576
19092025, DQProduk-001 ,32,346,1185,2269
19092025, DQProduk-003 ,60,528,2817,5334
19092025, DQProduk-009 ,97,781,3805,7412
19092025, DQProduk-019 ,124,1157,4511,7423
20092025, DQProduk-001 ,20,206,1055,1148
20092025, DQProduk-003 ,133,1452,6971,9613
20092025, DQProduk-009 ,47,554,2447,4183
20092025, DQProduk-019 ,121,1405,7338,8685
21092025, DQProduk-001 ,153,1738,8055,9788
21092025, DQProduk-003 ,170,1370,6538,7981
21092025, DQProduk-009 ,45,455,1449,2502
21092025, DQProduk-019 ,172,1752,10257,19459
22092025, DQProduk-001 ,64,729,2727,3061
22092025, DQProduk-003 ,381,4465,19547,23070
22092025, DQProduk-009 ,134,1307,6432,6914
22092025, DQProduk-019 ,217,2457,11422,19653
23092025, DQProduk-001 ,106,1184,4504,7211
23092025, DQProduk-003 ,293,3030,16645,32703
23092025, DQProduk-009 ,117,1328,5885,7989
23092025, DQProduk-019 ,246,2797,16421,16481
24092025, DQProduk-001 ,99,1050,5466,10153
24092025, DQProduk-003 ,72,736,2424,3327
24092025, DQProduk-009 ,76,680,2268,2849
24092025, DQProduk-019 ,113,1041,4491,8432
25092025, DQProduk-001 ,10,104,384,488
25092025, DQProduk-003 ,103,1055,6203,11195
25092025, DQProduk-009 ,70,786,4549,5271
25092025, DQProduk-019 ,85,899,5001,9404
26092025, DQProduk-001 ,34,340,1147,1562
26092025, DQProduk-003 ,153,1748,9432,18088
26092025, DQProduk-009 ,50,590,2785,4398
26092025, DQProduk-019 ,85,754,2845,4289
27092025, DQProduk-001 ,11,112,632,947
27092025, DQProduk-003 ,170,1486,8831,10389
27092025, DQProduk-009 ,74,760,3873,3934
27092025, DQProduk-019 ,238,2721,14870,19188
28092025, DQProduk-001 ,97,881,4054,5166
28092025, DQProduk-003 ,303,2815,10456,14768
28092025, DQProduk-009 ,182,1884,7606,7837
28092025, DQProduk-019 ,162,1475,6174,7730
29092025, DQProduk-001 ,73,690,2120,2997
29092025, DQProduk-003 ,376,3590,14142,19109
29092025, DQProduk-009 ,184,2171,7118,10318
29092025, DQProduk-019 ,238,2064,10417,15850
30092025, DQProduk-001 ,35,377,1937,3481
30092025, DQProduk-003 ,223,2572,15293,19529
30092025, DQProduk-009 ,125,1252,6156,8816
30092025, DQProduk-019 ,285,3366,20138,28131
